age,gender,job_role,experience_years,company_size,work_mode,work_hours_per_week,overtime_hours,meetings_per_day,deadlines_missed,job_satisfaction,manager_support,work_life_balance,sleep_hours,physical_activity_days,screen_time_hours,caffeine_intake,social_support_score,has_therapy,stress_level,anxiety_score,depression_score,burnout_score,burnout_level,seeks_professional_help
52,Male,DevOps,4.2,MNC,Onsite,32.0,5.0,1.0,2,5.6,5.1,1.0,4.9,0,10.4,3,7.3,1,8.5,5.5,3.9,1.9,Low,0
40,Female,Software Engineer,6.1,Mid-size,Remote,49.0,1.0,1.0,0,5.6,8.0,6.3,7.3,3,7.9,0,7.3,0,4.2,3.5,2.3,1.0,Low,0
51,Male,Software Engineer,6.2,Large,Onsite,44.0,7.0,8.0,0,7.9,1.7,3.8,6.2,3,8.2,2,4.1,0,7.4,6.5,4.7,3.7,Moderate,0
51,Male,Data Scientist,2.1,Startup,Remote,38.0,3.0,7.0,5,9.1,6.8,8.1,7.5,3,5.4,2,5.6,0,3.1,2.8,1.0,1.0,Low,0
26,Male,ML Engineer,5.2,MNC,Hybrid,30.0,5.0,2.0,1,7.8,5.6,4.2,8.1,7,7.9,1,3.3,1,5.1,3.9,1.8,1.0,Low,0
32,Male,Frontend Developer,2.0,Mid-size,Onsite,49.0,9.0,4.0,3,5.9,4.8,5.2,6.7,3,9.0,2,2.8,1,6.0,6.1,2.8,2.8,Low,0
31,Male,Product Manager,2.2,MNC,Hybrid,54.0,12.0,0.0,3,2.8,3.6,5.9,4.2,3,10.3,1,5.4,0,6.6,4.9,5.7,4.5,Moderate,0
22,Female,Software Engineer,11.9,Large,Hybrid,51.0,8.0,5.0,1,7.0,4.7,2.9,6.9,5,6.7,2,3.0,0,7.0,6.2,4.6,4.2,Moderate,0
36,Female,Software Engineer,6.3,Startup,Remote,56.0,10.0,3.0,3,8.6,6.3,4.4,4.2,4,3.6,1,6.3,0,7.1,4.1,3.1,2.7,Low,0
42,Male,Software Engineer,0.0,Startup,Hybrid,51.0,5.0,0.0,3,6.2,5.6,3.8,5.8,5,7.8,2,4.6,0,7.6,5.9,4.4,2.9,Low,0
43,Male,QA Engineer,6.7,MNC,Hybrid,56.0,6.0,4.0,0,10.0,6.5,6.6,6.8,2,11.0,3,4.8,0,5.3,4.6,1.8,2.5,Low,0
53,Female,Data Scientist,2.1,MNC,Hybrid,45.0,5.0,0.0,1,7.1,3.6,1.1,7.4,1,7.5,0,3.8,0,8.3,6.4,4.0,4.5,Moderate,0
47,Female,DevOps,2.7,Mid-size,Remote,61.0,6.0,5.0,2,7.9,3.7,3.6,6.8,4,9.4,1,8.1,0,7.7,4.3,3.5,4.7,Moderate,0
34,Female,Data Scientist,6.5,Startup,Onsite,49.0,8.0,4.0,2,3.0,9.0,3.8,8.5,4,7.3,4,7.4,0,6.6,5.1,3.0,1.9,Low,0
26,Female,Data Scientist,5.3,Large,Hybrid,53.0,8.0,5.0,0,4.6,7.7,8.4,7.2,0,7.7,5,3.1,1,3.9,4.7,1.9,1.0,Low,0
35,Male,Software Engineer,4.9,Large,Hybrid,44.0,1.0,2.0,1,4.0,7.8,6.2,7.7,2,7.1,3,2.6,0,3.9,5.7,2.9,1.0,Low,1
25,Male,Software Engineer,2.6,Mid-size,Remote,36.0,1.0,3.0,0,3.8,3.8,6.2,4.7,2,4.6,2,2.5,1,5.8,5.5,5.2,1.2,Low,0
29,Male,Frontend Developer,6.5,Large,Onsite,47.0,2.0,3.0,0,10.0,5.6,5.9,8.7,3,7.1,2,9.5,0,4.2,2.6,1.1,1.0,Low,0
30,Male,ML Engineer,6.1,Mid-size,Onsite,42.0,0.0,8.0,0,6.9,4.9,6.9,5.7,0,7.0,4,4.9,0,4.1,4.5,2.4,1.0,Low,0
52,Male,DevOps,4.7,MNC,Hybrid,44.0,4.0,4.0,0,7.2,4.1,7.3,6.8,3,5.1,2,8.5,0,5.3,2.3,1.1,1.0,Low,0
24,Male,Frontend Developer,2.9,Large,Onsite,58.0,6.0,2.0,3,3.8,4.4,6.0,6.9,6,7.5,1,6.4,1,7.2,3.4,3.1,3.4,Low,0
48,Female,Frontend Developer,8.0,MNC,Hybrid,51.0,1.0,3.0,2,5.8,3.2,2.8,5.8,4,7.6,0,6.8,0,6.0,4.6,1.9,2.8,Low,0
30,Male,Frontend Developer,6.5,MNC,Remote,49.0,3.0,2.0,1,8.0,8.4,3.3,5.3,6,6.4,3,5.2,0,5.0,3.7,2.3,1.1,Low,1
50,Female,Backend Developer,0.0,MNC,Remote,37.0,0.0,4.0,1,5.2,5.5,3.8,6.0,2,7.8,5,3.4,0,6.7,4.3,4.5,1.1,Low,0
50,Male,Data Scientist,0.3,Mid-size,Remote,54.0,6.0,7.0,2,3.4,4.5,5.3,7.1,5,9.3,2,4.6,0,5.2,4.1,2.4,2.2,Low,0
31,Male,Product Manager,3.9,Mid-size,Remote,42.0,0.0,5.0,1,5.9,5.8,3.1,6.6,0,6.9,2,5.0,0,4.4,4.3,2.8,1.0,Low,0
34,Male,Data Scientist,1.2,Large,Hybrid,45.0,8.0,5.0,1,8.3,2.9,1.0,6.5,5,10.0,1,6.0,1,8.0,5.9,4.0,3.7,Moderate,0
22,Female,QA Engineer,5.0,Large,Hybrid,57.0,0.0,5.0,3,5.3,8.9,2.9,5.8,3,7.5,4,6.9,0,8.0,5.0,3.9,2.8,Low,0
35,Female,QA Engineer,4.4,Large,Hybrid,55.0,5.0,1.0,0,5.4,7.5,4.8,7.0,2,7.9,1,7.0,0,6.3,4.0,3.7,1.2,Low,0
53,Female,Backend Developer,8.3,MNC,Onsite,57.0,1.0,4.0,2,5.7,7.0,8.2,6.3,0,9.2,2,3.6,0,3.2,2.8,1.3,1.0,Low,0
37,Female,DevOps,2.7,Startup,Remote,54.0,7.0,4.0,0,5.2,3.6,3.4,7.0,1,9.3,2,6.0,1,6.1,4.2,2.0,2.8,Low,0
47,Non-binary,Software Engineer,5.5,Startup,Remote,52.0,8.0,5.0,0,3.0,5.3,4.7,6.0,2,7.4,3,10.0,0,7.2,3.5,4.5,3.5,Low,0
54,Female,Frontend Developer,5.5,Startup,Hybrid,45.0,14.0,7.0,4,9.0,5.7,2.9,7.4,6,8.9,3,6.7,0,5.5,2.3,1.0,1.3,Low,0
52,Male,Data Scientist,11.2,Startup,Onsite,67.0,4.0,3.0,0,5.9,3.6,9.3,7.7,2,9.0,2,7.2,0,5.2,3.1,1.0,3.0,Low,0
29,Male,DevOps,2.5,Large,Hybrid,54.0,0.0,4.0,4,6.0,8.7,1.8,5.3,1,7.2,1,2.4,0,5.6,6.1,4.2,3.4,Low,0
46,Female,Software Engineer,6.0,MNC,Onsite,58.0,9.0,3.0,1,5.0,5.2,6.1,5.2,2,10.2,1,1.0,0,6.5,6.0,5.4,3.5,Low,0
54,Non-binary,Software Engineer,6.2,MNC,Onsite,49.0,9.0,5.0,0,2.0,6.6,3.1,6.5,4,7.3,4,6.6,1,5.9,4.5,2.5,2.6,Low,1
51,Female,Software Engineer,2.1,Mid-size,Hybrid,59.0,8.0,5.0,1,8.0,1.6,7.1,6.8,4,10.0,3,4.4,1,6.7,3.4,1.9,3.2,Low,0
22,Male,Backend Developer,5.3,Mid-size,Remote,53.0,15.0,7.0,2,4.2,6.2,4.1,9.0,7,5.5,3,4.4,0,5.9,3.5,1.5,2.7,Low,0
22,Female,Software Engineer,8.2,MNC,Remote,50.0,9.0,2.0,0,5.4,5.0,3.4,4.4,7,6.4,1,6.0,0,8.6,5.7,5.6,3.6,Moderate,0
48,Male,DevOps,6.0,MNC,Remote,43.0,12.0,5.0,3,3.7,5.2,2.0,5.5,1,7.1,3,4.3,0,8.7,7.2,4.7,4.5,Moderate,0
25,Female,Backend Developer,4.3,Startup,Remote,39.0,4.0,3.0,1,8.9,7.1,4.9,7.7,4,8.1,0,4.8,0,6.2,4.2,2.9,1.3,Low,0
45,Male,Backend Developer,3.7,Large,Onsite,41.0,1.0,6.0,0,8.4,4.2,2.6,7.3,3,7.9,2,7.2,1,5.2,3.8,1.0,1.8,Low,0
45,Female,Frontend Developer,6.9,MNC,Hybrid,59.0,10.0,4.0,0,6.2,5.9,4.6,5.2,0,8.8,3,4.6,0,8.0,7.3,4.8,3.8,Moderate,0
27,Male,Software Engineer,6.8,Mid-size,Hybrid,50.0,6.0,4.0,3,6.5,3.5,5.2,5.8,4,10.5,1,4.8,1,6.2,4.2,2.5,1.9,Low,0
22,Male,DevOps,13.6,Large,Hybrid,43.0,11.0,5.0,1,6.6,8.3,4.5,4.0,2,6.5,3,4.7,1,7.9,5.9,3.0,1.9,Low,0
50,Non-binary,Software Engineer,6.1,Startup,Remote,55.0,3.0,3.0,0,3.4,8.1,4.8,4.1,2,8.9,2,6.1,1,6.0,4.0,4.2,1.3,Low,0
45,Male,Software Engineer,3.8,Large,Onsite,61.0,2.0,5.0,0,5.4,7.6,4.1,6.1,2,6.4,1,5.1,1,5.4,5.0,2.2,1.7,Low,0
34,Male,Frontend Developer,6.0,Mid-size,Hybrid,45.0,7.0,5.0,1,1.6,7.0,7.4,5.1,3,7.3,1,5.5,0,6.0,4.2,3.4,1.9,Low,0
49,Female,ML Engineer,5.5,Mid-size,Remote,43.0,0.0,5.0,0,4.8,6.4,2.9,7.6,2,9.6,3,2.3,0,4.0,5.0,2.7,1.4,Low,0
36,Female,ML Engineer,10.4,Mid-size,Remote,46.0,11.0,5.0,1,2.2,2.6,5.2,5.6,5,4.6,1,1.0,0,7.0,5.2,4.3,3.5,Low,0
52,Male,Backend Developer,3.5,Startup,Hybrid,41.0,10.0,5.0,0,4.8,4.5,7.5,6.8,2,10.4,2,5.5,0,5.9,5.5,2.9,1.9,Low,0
43,Male,Data Scientist,4.6,Large,Remote,54.0,5.0,0.0,1,4.0,6.2,5.6,4.5,3,9.7,3,7.7,0,4.7,4.1,3.3,1.2,Low,0
33,Female,ML Engineer,8.7,Mid-size,Hybrid,47.0,0.0,1.0,0,1.6,6.2,1.0,7.3,3,5.9,1,3.4,0,5.6,4.7,3.4,1.8,Low,0
38,Male,Product Manager,6.9,MNC,Hybrid,34.0,11.0,0.0,0,4.7,1.4,2.4,6.9,3,7.9,2,6.5,1,7.0,4.0,3.5,2.7,Low,0
47,Female,ML Engineer,6.8,MNC,Remote,51.0,6.0,5.0,1,2.9,6.7,5.7,6.0,3,7.7,4,5.1,1,5.7,3.8,2.8,1.2,Low,0
34,Male,Software Engineer,0.6,Mid-size,Remote,47.0,4.0,5.0,0,6.9,4.4,2.5,5.1,2,11.1,2,6.9,1,5.7,4.6,1.2,2.5,Low,0
38,Male,ML Engineer,4.3,MNC,Hybrid,46.0,13.0,2.0,0,5.8,3.7,5.4,6.0,6,8.3,2,6.0,0,6.6,4.2,4.4,2.6,Low,0
47,Male,QA Engineer,1.8,MNC,Hybrid,47.0,9.0,6.0,1,7.9,5.5,7.8,5.8,3,7.2,1,2.7,1,4.7,5.1,1.0,1.0,Low,0
49,Female,Frontend Developer,5.2,Mid-size,Hybrid,50.0,8.0,5.0,0,10.0,7.6,4.2,5.5,2,6.8,5,3.6,0,5.0,5.6,2.7,1.8,Low,0
53,Male,Software Engineer,5.3,Startup,Onsite,47.0,9.0,6.0,0,2.4,6.8,5.7,5.7,2,6.5,2,7.0,0,6.4,3.8,4.0,1.4,Low,0
42,Female,Data Scientist,6.2,Large,Onsite,65.0,6.0,3.0,0,5.0,6.8,1.0,5.3,3,5.7,2,5.0,0,7.4,4.2,3.8,4.7,Moderate,0
30,Male,Backend Developer,5.4,MNC,Onsite,61.0,10.0,4.0,0,3.3,6.7,3.6,6.3,3,5.2,1,4.4,0,8.0,6.5,5.1,5.0,Moderate,0
37,Female,ML Engineer,9.3,MNC,Onsite,47.0,6.0,3.0,2,10.0,3.8,5.1,7.0,4,8.8,1,3.9,0,5.6,5.0,2.2,1.0,Low,0
26,Male,QA Engineer,2.4,MNC,Remote,43.0,14.0,7.0,1,4.7,1.3,9.2,5.9,3,8.6,1,5.0,0,5.5,4.2,2.5,1.2,Low,0
30,Male,Frontend Developer,3.7,Large,Remote,30.0,0.0,2.0,2,4.6,7.6,4.5,4.5,0,6.0,2,4.6,1,5.6,5.0,2.6,1.0,Low,0
27,Male,Software Engineer,5.8,Startup,Onsite,45.0,12.0,1.0,1,6.9,3.5,4.1,7.4,2,7.6,2,5.4,0,5.0,4.0,2.4,3.2,Low,0
36,Female,Backend Developer,0.6,Mid-size,Hybrid,35.0,0.0,4.0,0,6.2,7.1,4.4,5.2,1,3.0,1,7.8,1,4.8,3.0,2.3,1.0,Low,0
39,Male,DevOps,1.1,Startup,Onsite,47.0,5.0,3.0,1,7.5,3.9,1.0,5.8,0,8.8,1,4.5,1,8.2,8.3,4.1,3.1,Low,0
26,Male,ML Engineer,8.7,MNC,Hybrid,36.0,7.0,4.0,0,3.9,2.3,6.7,6.3,0,5.9,2,2.5,0,4.2,4.7,2.9,1.2,Low,0
31,Male,Backend Developer,9.3,MNC,Hybrid,50.0,0.0,5.0,2,5.1,8.1,2.0,6.8,0,8.7,0,3.8,0,6.1,4.8,4.7,2.5,Low,0
37,Male,Software Engineer,5.9,MNC,Hybrid,50.0,14.0,4.0,2,3.9,5.7,2.8,8.6,2,11.7,1,2.7,1,7.2,6.2,2.9,3.1,Low,0
48,Female,QA Engineer,4.4,MNC,Onsite,38.0,3.0,3.0,0,5.1,4.8,9.1,5.6,3,9.1,2,4.7,0,3.7,3.2,2.5,1.0,Low,0
44,Male,Software Engineer,9.9,Startup,Onsite,51.0,7.0,6.0,1,6.4,6.0,8.0,7.3,2,4.6,3,5.4,0,2.5,2.8,1.6,1.3,Low,0
49,Female,QA Engineer,3.3,Startup,Hybrid,39.0,0.0,2.0,4,2.9,6.9,4.8,5.5,5,3.2,3,6.3,1,4.6,3.5,3.1,1.0,Low,0
32,Female,Product Manager,7.7,Mid-size,Hybrid,38.0,3.0,7.0,2,8.0,6.7,4.0,5.8,0,10.2,3,7.7,0,5.6,5.5,3.7,1.0,Low,0
25,Male,Frontend Developer,6.7,Mid-size,Hybrid,59.0,2.0,1.0,0,4.9,1.9,1.0,6.3,4,11.5,2,6.8,0,9.6,6.8,5.5,6.8,High,1
25,Male,QA Engineer,6.9,MNC,Onsite,36.0,7.0,5.0,0,4.0,8.5,6.1,5.9,2,9.4,2,5.2,0,4.1,3.9,3.0,1.0,Low,0
37,Female,Frontend Developer,2.5,Large,Hybrid,37.0,11.0,0.0,1,6.1,6.7,2.2,6.8,4,10.3,3,3.4,1,6.5,4.0,3.2,1.8,Low,0
49,Male,Software Engineer,8.5,MNC,Onsite,34.0,4.0,4.0,0,8.2,5.9,4.6,6.9,4,11.7,3,6.4,0,4.6,3.9,1.0,1.0,Low,0
50,Male,DevOps,0.4,Startup,Hybrid,31.0,12.0,4.0,1,2.5,5.3,8.1,7.4,3,8.2,2,5.0,1,5.2,4.3,1.8,1.0,Low,0
38,Female,Software Engineer,9.9,Mid-size,Hybrid,49.0,4.0,0.0,0,5.0,3.7,3.2,4.4,6,6.5,0,5.0,0,8.6,5.2,5.1,3.6,Moderate,0
27,Male,ML Engineer,8.3,Startup,Hybrid,41.0,6.0,0.0,0,8.0,7.8,6.1,4.9,4,9.6,2,4.3,0,5.8,3.7,2.1,1.5,Low,0
39,Male,Software Engineer,6.0,MNC,Hybrid,37.0,0.0,5.0,0,5.3,2.4,6.4,7.1,5,6.5,4,1.3,0,3.8,4.7,1.9,1.0,Low,0
34,Male,Frontend Developer,8.2,Mid-size,Hybrid,69.0,7.0,1.0,0,6.7,7.4,4.2,6.5,4,10.7,3,4.9,1,7.6,5.6,3.3,3.3,Low,0
46,Male,Software Engineer,8.6,MNC,Hybrid,43.0,11.0,4.0,0,4.2,2.0,3.4,5.9,1,3.0,2,7.0,1,7.3,5.1,4.0,2.4,Low,0
32,Male,Data Scientist,0.0,Large,Hybrid,44.0,8.0,3.0,0,3.9,7.5,4.8,6.1,1,8.8,0,3.3,0,4.8,5.7,3.5,1.1,Low,0
33,Female,Backend Developer,6.6,Large,Hybrid,38.0,7.0,6.0,1,5.6,6.7,3.9,6.4,2,7.1,0,2.4,0,4.2,5.3,3.1,1.4,Low,0
53,Male,Software Engineer,1.6,Mid-size,Hybrid,41.0,2.0,3.0,3,5.9,4.3,3.1,6.9,2,7.6,1,4.5,1,6.4,5.0,2.9,1.9,Low,0
35,Female,Product Manager,3.6,MNC,Onsite,56.0,3.0,6.0,3,2.2,5.2,7.6,7.8,2,13.5,0,4.0,0,5.2,5.6,3.3,1.9,Low,0
46,Male,Frontend Developer,6.7,Large,Onsite,49.0,3.0,3.0,2,6.5,3.9,4.5,7.9,4,6.7,2,7.6,0,5.0,3.7,1.9,1.5,Low,1
54,Male,Software Engineer,2.2,MNC,Hybrid,59.0,9.0,2.0,5,1.0,1.9,3.2,7.6,0,10.3,2,6.9,0,8.7,6.2,6.5,5.4,Moderate,0
27,Female,Software Engineer,1.8,MNC,Hybrid,30.0,7.0,5.0,3,8.2,5.7,3.6,7.4,5,6.9,3,5.1,0,5.3,4.0,2.5,1.0,Low,0
25,Male,Product Manager,9.8,MNC,Hybrid,37.0,6.0,5.0,2,6.4,5.5,7.8,5.6,1,7.9,2,3.3,0,4.8,5.0,2.5,1.0,Low,0
28,Female,Backend Developer,3.5,Large,Hybrid,48.0,3.0,4.0,4,4.1,6.5,8.7,7.6,7,10.2,3,7.0,0,3.5,3.4,1.3,1.0,Low,0
40,Female,DevOps,4.6,Mid-size,Remote,50.0,3.0,5.0,0,5.3,7.0,6.6,4.7,7,9.2,2,4.9,0,5.6,4.7,3.6,1.7,Low,0
52,Female,Frontend Developer,5.2,MNC,Onsite,56.0,3.0,5.0,2,5.0,5.6,7.5,5.6,5,5.5,2,3.3,0,5.7,4.8,3.3,2.3,Low,0
41,Non-binary,Backend Developer,3.2,Large,Hybrid,40.0,6.0,6.0,0,6.2,7.6,7.4,6.9,4,6.2,1,5.3,1,3.8,3.9,2.1,1.0,Low,0
42,Male,Software Engineer,4.2,MNC,Hybrid,36.0,12.0,4.0,0,6.0,3.1,2.7,6.3,2,5.8,2,5.7,0,7.5,5.1,3.2,3.3,Low,1
46,Female,Backend Developer,4.1,Mid-size,Remote,58.0,6.0,6.0,1,5.2,5.5,6.5,8.0,3,5.6,2,3.4,0,6.1,3.8,4.5,2.7,Low,0
33,Female,ML Engineer,7.5,Startup,Remote,45.0,1.0,7.0,0,1.0,5.6,9.8,7.8,3,10.0,2,3.7,0,2.7,3.4,2.4,1.0,Low,0
38,Male,Backend Developer,3.1,Mid-size,Remote,40.0,6.0,6.0,0,6.3,6.5,6.3,8.6,0,7.7,1,10.0,0,4.8,3.1,2.0,1.0,Low,0
53,Male,Software Engineer,7.2,Startup,Hybrid,31.0,9.0,6.0,2,7.1,5.3,1.6,8.4,1,7.8,1,4.4,1,6.1,5.9,1.8,1.5,Low,0
22,Non-binary,Data Scientist,3.3,Large,Remote,51.0,10.0,7.0,5,5.9,6.5,4.6,4.6,0,9.0,3,1.0,1,6.5,7.3,3.4,2.6,Low,0
36,Male,ML Engineer,2.9,MNC,Onsite,48.0,7.0,4.0,0,2.1,6.4,4.1,3.3,3,3.9,2,5.5,0,6.0,3.7,3.9,3.2,Low,0
22,Male,DevOps,0.0,Large,Onsite,53.0,2.0,5.0,0,4.3,2.8,4.6,7.2,3,8.4,2,4.8,1,6.8,5.1,4.1,2.6,Low,0
46,Male,Software Engineer,6.2,Startup,Hybrid,62.0,7.0,4.0,0,7.0,5.3,5.9,3.0,4,8.2,4,4.7,0,6.9,6.5,4.1,3.5,Low,0
28,Male,Backend Developer,6.4,Startup,Onsite,48.0,4.0,6.0,1,6.8,8.4,9.0,5.0,5,5.8,4,6.6,0,4.1,2.1,3.2,1.0,Low,0
27,Male,Data Scientist,4.0,Mid-size,Remote,49.0,5.0,2.0,1,4.6,4.5,5.8,6.5,2,8.3,0,5.5,0,7.3,6.4,5.2,3.8,Moderate,0
22,Male,QA Engineer,4.8,Startup,Remote,53.0,6.0,6.0,2,4.7,8.1,1.7,4.4,3,8.7,0,6.9,1,9.2,5.6,4.0,3.3,Low,0
36,Male,Software Engineer,2.7,Startup,Onsite,50.0,0.0,5.0,0,8.4,4.9,7.0,7.1,4,6.5,2,4.9,0,2.4,2.1,1.0,1.0,Low,0
34,Male,Software Engineer,7.0,Large,Remote,34.0,3.0,5.0,0,5.5,1.0,2.7,3.1,1,9.0,1,3.7,0,7.0,5.9,4.0,3.0,Low,0
42,Male,Software Engineer,6.7,Large,Remote,56.0,4.0,6.0,1,5.4,2.8,6.4,6.4,1,8.9,4,3.9,0,5.9,5.6,2.9,3.3,Low,0
34,Male,Data Scientist,5.9,MNC,Remote,49.0,2.0,2.0,2,8.3,6.4,9.4,6.1,4,5.7,2,3.2,0,3.9,3.3,3.0,1.0,Low,0
38,Male,ML Engineer,9.7,Mid-size,Remote,44.0,0.0,8.0,5,4.2,3.9,5.4,5.0,3,7.9,2,7.1,1,5.1,3.3,3.1,2.4,Low,0
38,Male,Data Scientist,5.6,MNC,Onsite,47.0,7.0,1.0,0,4.6,6.7,7.2,7.9,2,9.7,2,4.2,1,5.1,4.3,2.5,1.7,Low,0
33,Male,Frontend Developer,9.7,Startup,Hybrid,47.0,4.0,5.0,0,5.7,6.2,3.8,5.5,1,8.3,3,4.4,0,4.5,4.3,3.2,2.6,Low,0
32,Non-binary,QA Engineer,7.9,MNC,Remote,39.0,8.0,4.0,0,7.5,3.0,5.7,6.5,5,10.9,1,3.4,0,4.8,4.3,1.9,1.0,Low,0
35,Male,ML Engineer,1.2,MNC,Onsite,54.0,5.0,3.0,1,7.9,4.7,3.9,6.4,1,6.0,1,7.2,1,5.6,4.2,1.0,2.2,Low,0
36,Male,Data Scientist,5.2,Mid-size,Hybrid,42.0,12.0,2.0,0,1.5,3.3,4.5,6.2,3,10.1,2,7.0,0,6.5,4.4,5.7,3.1,Low,0
44,Non-binary,Data Scientist,13.3,MNC,Remote,53.0,2.0,6.0,2,3.0,9.1,1.7,6.1,2,10.8,3,2.5,1,7.0,8.0,3.5,3.2,Low,1
25,Male,QA Engineer,7.1,Mid-size,Onsite,36.0,6.0,2.0,1,1.0,8.1,2.9,7.8,5,7.5,2,6.0,0,5.0,3.8,2.5,1.0,Low,0
54,Male,Product Manager,1.9,Mid-size,Remote,54.0,9.0,7.0,0,1.7,2.3,5.0,7.2,3,8.9,1,6.4,0,6.7,5.8,3.9,4.1,Moderate,0
46,Male,DevOps,6.0,Large,Onsite,34.0,4.0,4.0,1,7.3,3.9,6.3,7.3,5,5.0,4,3.5,1,5.0,4.6,1.7,1.0,Low,0
43,Female,ML Engineer,0.0,MNC,Hybrid,51.0,3.0,8.0,2,3.2,2.4,6.7,5.8,2,4.6,0,4.3,0,6.3,5.4,4.2,2.2,Low,0
53,Male,Data Scientist,6.6,Startup,Remote,40.0,0.0,6.0,1,4.3,6.2,4.9,8.2,3,3.5,3,6.9,1,3.4,2.0,2.4,1.0,Low,0
22,Female,ML Engineer,2.2,Mid-size,Hybrid,59.0,0.0,7.0,0,5.9,3.8,3.0,5.3,4,5.8,5,4.9,0,7.8,5.1,4.5,4.4,Moderate,0
45,Male,ML Engineer,3.8,Startup,Remote,57.0,1.0,3.0,0,1.0,3.9,8.2,8.6,2,9.4,2,5.5,0,4.4,5.6,3.5,2.0,Low,0
28,Female,Data Scientist,1.3,Startup,Hybrid,37.0,11.0,2.0,0,1.7,6.1,4.4,7.4,1,8.4,3,5.4,0,5.3,4.6,3.7,1.0,Low,0
27,Female,ML Engineer,3.3,Startup,Hybrid,38.0,6.0,5.0,2,7.2,7.7,3.6,5.9,3,6.0,1,2.4,0,4.7,4.4,3.2,1.0,Low,0
36,Male,Product Manager,3.1,Mid-size,Hybrid,52.0,8.0,2.0,1,3.3,6.1,7.1,6.9,1,9.8,1,4.4,0,4.4,4.9,3.2,1.4,Low,0
22,Male,Software Engineer,6.7,Mid-size,Remote,49.0,8.0,6.0,0,9.3,5.9,4.5,5.8,3,8.3,0,7.4,1,6.0,5.0,2.5,2.5,Low,0
29,Male,Data Scientist,8.0,Large,Remote,47.0,7.0,2.0,2,4.3,4.3,6.9,6.2,4,6.6,0,6.1,1,4.5,4.2,2.0,1.0,Low,0
33,Female,Frontend Developer,3.4,Mid-size,Remote,44.0,1.0,3.0,1,6.3,3.3,6.9,6.6,4,7.3,2,6.3,0,3.8,3.0,2.7,1.0,Low,0
45,Non-binary,Backend Developer,8.1,Large,Remote,46.0,10.0,3.0,0,7.9,5.9,6.8,7.9,3,6.6,5,4.4,1,3.6,3.8,1.0,1.0,Low,0
22,Male,Software Engineer,2.9,Startup,Hybrid,41.0,3.0,2.0,1,7.7,6.6,4.4,6.2,0,8.2,3,3.0,0,4.8,5.8,2.8,1.1,Low,0
34,Female,DevOps,1.2,Startup,Hybrid,52.0,8.0,5.0,1,5.2,4.3,6.8,5.3,5,11.7,0,6.7,1,7.5,5.6,3.6,2.6,Low,0
36,Male,Data Scientist,5.8,Startup,Hybrid,43.0,3.0,3.0,1,5.6,7.3,3.8,6.0,1,7.2,4,3.8,0,5.1,5.4,3.6,2.3,Low,0
34,Male,Backend Developer,7.4,Large,Remote,46.0,4.0,5.0,1,6.0,7.0,9.0,7.0,2,9.2,4,4.2,0,4.9,4.2,2.2,1.0,Low,0
37,Male,ML Engineer,4.0,Startup,Hybrid,48.0,15.0,5.0,0,7.1,6.2,4.9,7.4,2,7.0,2,7.3,0,4.8,3.6,2.7,1.1,Low,0
27,Female,ML Engineer,5.7,Large,Remote,40.0,10.0,1.0,1,6.9,3.9,5.5,7.1,0,8.8,2,5.0,0,6.5,6.9,3.2,2.4,Low,0
33,Male,Data Scientist,5.8,Mid-size,Hybrid,53.0,4.0,0.0,3,7.7,3.6,6.5,6.4,2,8.5,1,7.3,0,5.1,3.7,4.1,1.0,Low,0
45,Male,Product Manager,3.6,Large,Onsite,50.0,2.0,7.0,1,3.9,5.2,6.1,6.8,4,8.0,1,2.8,0,4.6,5.1,2.5,1.8,Low,0
25,Male,Product Manager,1.3,Mid-size,Remote,56.0,4.0,6.0,1,7.0,7.8,4.9,8.0,0,8.0,3,4.7,1,5.0,5.9,3.0,1.3,Low,0
46,Male,QA Engineer,2.1,Large,Hybrid,55.0,5.0,2.0,0,7.2,5.4,4.1,5.6,4,11.0,5,6.3,1,7.2,5.2,2.8,2.0,Low,0
32,Female,DevOps,6.1,Large,Hybrid,54.0,7.0,3.0,2,8.3,6.4,8.2,8.4,2,7.2,4,8.3,0,3.1,3.1,1.6,1.0,Low,0
24,Male,Software Engineer,9.5,Startup,Remote,54.0,9.0,5.0,0,6.1,10.0,1.8,3.7,6,11.5,2,3.5,0,7.2,3.8,4.3,3.4,Low,0
28,Male,Software Engineer,7.4,Mid-size,Remote,50.0,0.0,4.0,0,5.5,1.8,7.2,5.8,2,6.1,2,6.4,0,6.4,4.1,5.4,2.9,Low,0
32,Female,Software Engineer,8.1,MNC,Hybrid,40.0,6.0,5.0,0,5.0,4.9,2.9,7.1,1,9.7,2,5.9,0,5.9,6.1,3.1,2.8,Low,0
22,Female,ML Engineer,3.9,Mid-size,Onsite,50.0,0.0,6.0,0,8.3,5.6,2.4,6.7,4,7.3,3,5.3,0,6.2,4.8,4.7,2.6,Low,0
47,Female,QA Engineer,7.2,Mid-size,Hybrid,48.0,11.0,3.0,1,4.2,4.0,9.6,6.3,5,5.6,3,5.2,0,3.7,2.1,2.9,1.0,Low,0
35,Male,Software Engineer,7.9,Large,Remote,43.0,4.0,2.0,0,3.7,4.9,5.9,5.7,7,5.7,1,6.3,0,5.1,2.4,2.9,1.0,Low,0
